STATE OF NEW HAMPSHIRE,,,,,,,,,,,,,,,
DEPARTMENT OF ADMINISTRATIVE SERVICES - BUDGET OFFICE,,,,,,,,,,,,,,,
AGENCY FY26 - FY27 BUDGET SUMMISSION - BUDGET VERSION: 2026B01,,,,,,,,,,,,,,,
RUN DATE: 10/08/2024,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Category of Government,Department,Agency,Activity,Fund,Acct Unit,Record Type,Class,FY24 Actual ,FY25 Adj Auth,FY26 Efficiency ,FY26 Prioritized Needs,FY26 Total Request,FY27 Efficiency,FY27 Prioritized Needs,FY27 Total Request
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,37460000-CONN LAKE HW ROAD MAINT ENDOW,Expense,040-Indirect Costs,937,"1,000",0,0,0,0,0,0
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,37460000-CONN LAKE HW ROAD MAINT ENDOW,Expense,048-Contractual Maint.-Build-Grnds,0,"10,000",0,0,0,0,0,0
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,37460000-CONN LAKE HW ROAD MAINT ENDOW,Expense,050-Personal Service-Temp/Appointe,0,"52,000",0,0,0,0,0,0
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,37460000-CONN LAKE HW ROAD MAINT ENDOW,Expense,060-Benefits,0,"4,195",104,0,104,104,0,104
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,37460000-CONN LAKE HW ROAD MAINT ENDOW,Expense,103-Contracts for Op Services,0,"10,000",0,0,0,0,0,0
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,37460000-CONN LAKE HW ROAD MAINT ENDOW,Funding,008-Agency Income,"283,451","333,195",604,0,604,604,0,604
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,37770000-NATL RECREATIONAL TRAILS FUND,Expense,010-Personal Services-Perm. Classi,"47,970","46,859","49,530",0,"49,530","51,424",0,"51,424"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,37770000-NATL RECREATIONAL TRAILS FUND,Expense,020-Current Expenses,"130,632","200,000","200,000",0,"200,000","200,000",0,"200,000"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,37770000-NATL RECREATIONAL TRAILS FUND,Expense,022-Rents-Leases Other Than State,0,"150,000","1,000",0,"1,000","1,000",0,"1,000"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,37770000-NATL RECREATIONAL TRAILS FUND,Expense,030-Equipment New/Replacement,"2,401","75,000","5,000",0,"5,000","5,000",0,"5,000"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,37770000-NATL RECREATIONAL TRAILS FUND,Expense,040-Indirect Costs,"2,795","15,274","8,915",0,"8,915","9,256",0,"9,256"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,37770000-NATL RECREATIONAL TRAILS FUND,Expense,041-Audit Fund Set Aside,669,"1,906","2,150",0,"2,150","2,150",0,"2,150"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,37770000-NATL RECREATIONAL TRAILS FUND,Expense,042-Additional Fringe Benefits,"1,475","3,379","3,963",0,"3,963","4,114",0,"4,114"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,37770000-NATL RECREATIONAL TRAILS FUND,Expense,047-Own Forces Maint.-Build.-Grnds,0,"20,000","200,000",0,"200,000","200,000",0,"200,000"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,37770000-NATL RECREATIONAL TRAILS FUND,Expense,048-Contractual Maint.-Build-Grnds,0,"50,000","50,000",0,"50,000","50,000",0,"50,000"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,37770000-NATL RECREATIONAL TRAILS FUND,Expense,050-Personal Service-Temp/Appointe,0,"26,000","1,000",0,"1,000","1,000",0,"1,000"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,37770000-NATL RECREATIONAL TRAILS FUND,Expense,060-Benefits,"30,412","34,446","35,029",0,"35,029","37,247",0,"37,247"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,37770000-NATL RECREATIONAL TRAILS FUND,Expense,074-Grants for Pub Asst and Relief,"524,092","785,937","1,351,527",0,"1,351,527","1,346,923",0,"1,346,923"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,37770000-NATL RECREATIONAL TRAILS FUND,Expense,080-Out-Of State Travel,0,"2,500","12,500",0,"12,500","12,500",0,"12,500"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,37770000-NATL RECREATIONAL TRAILS FUND,Expense,103-Contracts for Op Services,"119,080","500,000","230,000",0,"230,000","230,000",0,"230,000"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,37770000-NATL RECREATIONAL TRAILS FUND,Funding,00D-Fed Rev Xfers from Other Agencies,"859,526","1,911,301","2,150,614",0,"2,150,614","2,150,614",0,"2,150,614"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,37770000-NATL RECREATIONAL TRAILS FUND,Position,FTE1-Permanent Classified,1,1,1,0,1,1,0,1
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,40160000-OFFICE OF COMMUNITY RECREATION,Expense,010-Personal Services-Perm. Classi,"206,981","200,196","224,392",0,"224,392","227,366",0,"227,366"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,40160000-OFFICE OF COMMUNITY RECREATION,Expense,017-FT Employees Special Payments,0,"7,500",0,0,0,0,0,0
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,40160000-OFFICE OF COMMUNITY RECREATION,Expense,018-Overtime,0,"5,000","1,000",0,"1,000","1,000",0,"1,000"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,40160000-OFFICE OF COMMUNITY RECREATION,Expense,020-Current Expenses,"10,118","37,610","20,000",0,"20,000","20,000",0,"20,000"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,40160000-OFFICE OF COMMUNITY RECREATION,Expense,022-Rents-Leases Other Than State,0,510,0,0,0,0,0,0
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,40160000-OFFICE OF COMMUNITY RECREATION,Expense,026-Organizational Dues,"2,200","4,500","4,500",0,"4,500","4,500",0,"4,500"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,40160000-OFFICE OF COMMUNITY RECREATION,Expense,030-Equipment New/Replacement,"8,993",500,"5,500",0,"5,500","5,500",0,"5,500"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,40160000-OFFICE OF COMMUNITY RECREATION,Expense,037-Technology - Hardware,0,"1,000","1,000",0,"1,000","1,000",0,"1,000"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,40160000-OFFICE OF COMMUNITY RECREATION,Expense,038-Technology - Software,"27,105","26,042","29,105",0,"29,105","29,105",0,"29,105"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,40160000-OFFICE OF COMMUNITY RECREATION,Expense,039-Telecommunications,"3,058","3,500","3,500",0,"3,500","3,500",0,"3,500"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,40160000-OFFICE OF COMMUNITY RECREATION,Expense,040-Indirect Costs,"3,906","5,614","4,466",0,"4,466","4,600",0,"4,600"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,40160000-OFFICE OF COMMUNITY RECREATION,Expense,042-Additional Fringe Benefits,"14,338","14,353","17,592",0,"17,592","18,190",0,"18,190"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,40160000-OFFICE OF COMMUNITY RECREATION,Expense,050-Personal Service-Temp/Appointe,0,"15,000","15,000",0,"15,000","15,000",0,"15,000"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,40160000-OFFICE OF COMMUNITY RECREATION,Expense,"057-Books, Periodicals, Subscripti",0,250,250,0,250,250,0,250
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,40160000-OFFICE OF COMMUNITY RECREATION,Expense,060-Benefits,"112,980","130,367","139,784",0,"139,784","147,169",0,"147,169"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,40160000-OFFICE OF COMMUNITY RECREATION,Expense,066-Employee training,70,"1,500","1,500",0,"1,500","1,500",0,"1,500"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,40160000-OFFICE OF COMMUNITY RECREATION,Expense,069-Promotional - Marketing Expens,"19,921","23,345","23,345",0,"23,345","23,345",0,"23,345"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,40160000-OFFICE OF COMMUNITY RECREATION,Expense,070-In-State Travel Reimbursement,"3,089","2,500","3,250",0,"3,250","3,250",0,"3,250"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,40160000-OFFICE OF COMMUNITY RECREATION,Expense,080-Out-Of State Travel,"8,709","12,476","10,000",0,"10,000","10,000",0,"10,000"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,40160000-OFFICE OF COMMUNITY RECREATION,Expense,102-Contracts for program services,"35,197","125,250","50,000",0,"50,000","50,000",0,"50,000"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,40160000-OFFICE OF COMMUNITY RECREATION,Expense,211-Property and Casualty Insuranc,"2,220","2,435","2,980",0,"2,980","3,487",0,"3,487"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,40160000-OFFICE OF COMMUNITY RECREATION,Funding,009-Agency Income,"458,885","619,448","557,164",0,"557,164","568,762",0,"568,762"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,40160000-OFFICE OF COMMUNITY RECREATION,Position,FTE1-Permanent Classified,3,3,3,0,3,3,0,3
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,73000000-HAMPTON METERS,Expense,018-Overtime,2,500,500,0,500,500,0,500
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,73000000-HAMPTON METERS,Expense,019-Holiday Pay,0,"2,000","2,000",0,"2,000","2,000",0,"2,000"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,73000000-HAMPTON METERS,Expense,020-Current Expenses,"185,010","136,500","200,000",0,"200,000","200,000",0,"200,000"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,73000000-HAMPTON METERS,Expense,022-Rents-Leases Other Than State,193,500,500,0,500,500,0,500
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,73000000-HAMPTON METERS,Expense,024-Maint.Other Than Build.- Grnds,120,"1,000","1,000",0,"1,000","1,000",0,"1,000"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,73000000-HAMPTON METERS,Expense,027-Transfers To Oit,0,"23,110",0,0,0,0,0,0
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,73000000-HAMPTON METERS,Expense,039-Telecommunications,"9,262","8,000","9,500",0,"9,500","9,500",0,"9,500"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,73000000-HAMPTON METERS,Expense,040-Indirect Costs,"7,952","8,570","6,817",0,"6,817","7,022",0,"7,022"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,73000000-HAMPTON METERS,Expense,044-Debt Service Other Agencies,0,"200,000",0,0,0,0,0,0
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,73000000-HAMPTON METERS,Expense,047-Own Forces Maint.-Build.-Grnds,807,"1,000","1,000",0,"1,000","1,000",0,"1,000"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,73000000-HAMPTON METERS,Expense,048-Contractual Maint.-Build-Grnds,0,"5,000","5,000",0,"5,000","5,000",0,"5,000"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,73000000-HAMPTON METERS,Expense,050-Personal Service-Temp/Appointe,"251,839","292,644","300,000",0,"300,000","300,000",0,"300,000"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,73000000-HAMPTON METERS,Expense,060-Benefits,"19,266","22,930","23,469",0,"23,469","23,468",0,"23,468"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,73000000-HAMPTON METERS,Expense,103-Contracts for Op Services,"5,624","100,000","10,000",0,"10,000","10,000",0,"10,000"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,REC351510-PARKS AND RECREATION,010-General Fund,73000000-HAMPTON METERS,Funding,006-Agency Income,"480,075","801,754","559,786",0,"559,786","559,990",0,"559,990"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,STL353010-STATE LIBRARY,010-General Fund,25510000-CENTRAL LIBRARY SERVICES,Expense,010-Personal Services-Perm. Classi,"706,233","744,860","759,462",0,"759,462","777,575",0,"777,575"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,STL353010-STATE LIBRARY,010-General Fund,25510000-CENTRAL LIBRARY SERVICES,Expense,012-Personal Services-Unclassified,"120,900","124,354","125,576",0,"125,576","125,576",0,"125,576"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,STL353010-STATE LIBRARY,010-General Fund,25510000-CENTRAL LIBRARY SERVICES,Expense,020-Current Expenses,"6,001","6,000","6,000",0,"6,000","6,000",0,"6,000"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,STL353010-STATE LIBRARY,010-General Fund,25510000-CENTRAL LIBRARY SERVICES,Expense,022-Rents-Leases Other Than State,"3,067","3,200","3,200",0,"3,200","3,200",0,"3,200"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,STL353010-STATE LIBRARY,010-General Fund,25510000-CENTRAL LIBRARY SERVICES,Expense,024-Maint.Other Than Build.- Grnds,"2,000","2,000","2,000",0,"2,000","2,000",0,"2,000"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,STL353010-STATE LIBRARY,010-General Fund,25510000-CENTRAL LIBRARY SERVICES,Expense,026-Organizational Dues,"3,000","3,500","3,500",0,"3,500","3,500",0,"3,500"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,STL353010-STATE LIBRARY,010-General Fund,25510000-CENTRAL LIBRARY SERVICES,Expense,028-Transfers to Plant & Prop,"242,645","325,237","499,442","30,842","530,284","498,037","23,592","521,629"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,STL353010-STATE LIBRARY,010-General Fund,25510000-CENTRAL LIBRARY SERVICES,Expense,039-Telecommunications,"7,998","8,000","8,000",0,"8,000","8,000",0,"8,000"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,STL353010-STATE LIBRARY,010-General Fund,25510000-CENTRAL LIBRARY SERVICES,Expense,"057-Books, Periodicals, Subscripti","26,000","26,000","26,000",0,"26,000","26,000",0,"26,000"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,STL353010-STATE LIBRARY,010-General Fund,25510000-CENTRAL LIBRARY SERVICES,Expense,060-Benefits,"416,090","475,727","481,359",0,"481,359","507,096",0,"507,096"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,STL353010-STATE LIBRARY,010-General Fund,25510000-CENTRAL LIBRARY SERVICES,Expense,070-In-State Travel Reimbursement,316,600,600,0,600,600,0,600
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,STL353010-STATE LIBRARY,010-General Fund,25510000-CENTRAL LIBRARY SERVICES,Expense,089-Transfer to DAS Maintenance Fu,"7,247","7,247","21,626",0,"21,626","21,626",0,"21,626"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,STL353010-STATE LIBRARY,010-General Fund,25510000-CENTRAL LIBRARY SERVICES,Funding,00S-General Fund,"1,541,497","1,726,725","1,936,765","30,842","1,967,607","1,979,210","23,592","2,002,802"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,STL353010-STATE LIBRARY,010-General Fund,25510000-CENTRAL LIBRARY SERVICES,Position,FTE1-Permanent Classified,13,13,13,0,13,13,0,13
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,STL353010-STATE LIBRARY,010-General Fund,25510000-CENTRAL LIBRARY SERVICES,Position,FTE2-Unclassified Positions,1,1,1,0,1,1,0,1
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,STL353010-STATE LIBRARY,010-General Fund,25520000-NH AUTOMATED INFORMATION SYS,Expense,010-Personal Services-Perm. Classi,"82,953","83,144","88,214",0,"88,214","88,214",0,"88,214"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,STL353010-STATE LIBRARY,010-General Fund,25520000-NH AUTOMATED INFORMATION SYS,Expense,020-Current Expenses,333,350,350,0,350,350,0,350
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,STL353010-STATE LIBRARY,010-General Fund,25520000-NH AUTOMATED INFORMATION SYS,Expense,038-Technology - Software,100,100,100,0,100,100,0,100
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,STL353010-STATE LIBRARY,010-General Fund,25520000-NH AUTOMATED INFORMATION SYS,Expense,039-Telecommunications,737,750,750,0,750,750,0,750
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,STL353010-STATE LIBRARY,010-General Fund,25520000-NH AUTOMATED INFORMATION SYS,Expense,"057-Books, Periodicals, Subscripti","50,000","50,000","40,000",0,"40,000","40,000",0,"40,000"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,STL353010-STATE LIBRARY,010-General Fund,25520000-NH AUTOMATED INFORMATION SYS,Expense,060-Benefits,"28,458","29,290","30,668",0,"30,668","31,583",0,"31,583"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,STL353010-STATE LIBRARY,010-General Fund,25520000-NH AUTOMATED INFORMATION SYS,Funding,00S-General Fund,"162,581","163,634","160,082",0,"160,082","160,997",0,"160,997"
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,STL353010-STATE LIBRARY,010-General Fund,25520000-NH AUTOMATED INFORMATION SYS,Position,FTE1-Permanent Classified,1,1,1,0,1,1,0,1
03-RESOURCE PROTECT & DEVELOPMT,00035-NATURAL & CULTURAL RESRCS DEPT,035-NATURAL & CULTURAL RESRCS DEPT,STL353010-STATE LIBRARY,010-General Fund,25530000-SVC TO PERSONS W/DISABILITIES,Expense,010-Personal Services-Perm. Classi,"95,799","99,681","101,461",0,"101,461","103,480",0,"103,480"
