Agency Title,Agency Code,Fiscal Year,Effective Date,Account,Account Type,Account Category (Ex),Account Summary (Ex),Goal,Funds,Fund Title,Fund Category,Vendor,Amount,Agency Title 
"Health and Welfare, Department of",270,2024,2024-02-07,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,92717.39,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-14,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,29651.88,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-17,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,24926352.13,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-18,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,43372176.39,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-19,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,68068725.22,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-21,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,32992.78,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-22,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,14355.52,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-23,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,16397.49,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-28,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,33809.93,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-03-13,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,22505.03,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-03-20,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,22733.75,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-03-27,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,33955.06,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-06,453201,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,5730.24,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-29,453201,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,-5730.24,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-11-29,453202,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,-1541.7,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-06,453202,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,44093.59,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-29,453202,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,-44093.59,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-04-08,479200,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,3303.58,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-05-28,479200,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,22.81,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-09-19,479200,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,2855.3,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-11-20,479200,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,595.04,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-05-15,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,4051.25,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-11-03,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,6786.5,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-05-29,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,4122.56,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-05-08,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,2260.28,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-12,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,4019.83,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-07-25,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,8193.6,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-20,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,2529.36,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-11-16,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,4093.84,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-05,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,265.29,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-08-09,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,3888.1,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-26,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,4054.86,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-11-30,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,112665,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-08-25,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,5220.39,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-12-05,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,4094.36,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-09-06,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,4051.66,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-12-06,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,115.58,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-09-14,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,-2.45,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-12-13,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,4058.57,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-09-25,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,6801.68,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-12-29,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,4094.32,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-01-10,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,4051.63,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-01-24,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,4094.46,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-21,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,4094.47,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-03-06,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,4051.65,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-03-20,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,4051.62,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-06,433051,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,409090.22,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-29,433051,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,-409090.22,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-29,433051,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,-428757.13,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-05-31,411513,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,734.26,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-02,411513,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,2.61,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-16,411513,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,0.41,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-29,411513,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,0.1,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-30,411513,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,-734.85,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-11-01,470999,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,0,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-05-15,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,6.17,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-05-30,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,27.42,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-05-31,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,57.95,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-04-03,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,5191.1,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-06,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,-11.04,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-12,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,0.61,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-04-10,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,1.32,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-21,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,0.75,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-04-17,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,226.73,"Health and Welfare, Department of"
