STATE OF NEW HAMPSHIRE,,,,,,,,,,,,,,,
DEPARTMENT OF ADMINISTRATIVE SERVICES - BUDGET OFFICE,,,,,,,,,,,,,,,
AGENCY FY26 - FY27 BUDGET SUMMISSION - BUDGET VERSION: 2026B01,,,,,,,,,,,,,,,
RUN DATE: 10/08/2024,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Category of Government,Department,Agency,Activity,Fund,Acct Unit,Record Type,Class,FY24 Actual ,FY25 Adj Auth,FY26 Efficiency ,FY26 Prioritized Needs,FY26 Total Request,FY27 Efficiency,FY27 Prioritized Needs,FY27 Total Request
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,20080000-WORKERS COMPENSATION,Expense,062-Workers Compensation,7985,26503,14188,287088,301276,15045,306897,321942
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,20080000-WORKERS COMPENSATION,Funding,00S-General Fund,7985,26503,14188,287088,301276,15045,306897,321942
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,21750000-SAFETY REST AREAS HIGHWAY,Expense,010-Personal Services-Perm. Classi,679856,714352,734122,96949,831071,745265,99808,845073
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,21750000-SAFETY REST AREAS HIGHWAY,Expense,018-Overtime,13348,20720,19610,1550,21160,20198,1551,21749
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,21750000-SAFETY REST AREAS HIGHWAY,Expense,019-Holiday Pay,11956,17360,16430,1500,17930,16923,1500,18423
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,21750000-SAFETY REST AREAS HIGHWAY,Expense,020-Current Expenses,96744,115000,116700,950,117650,106400,250,106650
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,21750000-SAFETY REST AREAS HIGHWAY,Expense,022-Rents-Leases Other Than State,60542,90000,109491,0,109491,109491,0,109491
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,21750000-SAFETY REST AREAS HIGHWAY,Expense,023-Heat- Electricity - Water,136544,165000,160000,0,160000,160000,0,160000
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,21750000-SAFETY REST AREAS HIGHWAY,Expense,027-Transfers To Oit,68680,77615,72056,0,72056,73168,0,73168
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,21750000-SAFETY REST AREAS HIGHWAY,Expense,030-Equipment New/Replacement,3583,15000,75300,57800,133100,73300,0,73300
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,21750000-SAFETY REST AREAS HIGHWAY,Expense,037-Technology - Hardware,0,0,0,1600,1600,0,0,0
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,21750000-SAFETY REST AREAS HIGHWAY,Expense,038-Technology - Software,0,0,0,400,400,0,400,400
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,21750000-SAFETY REST AREAS HIGHWAY,Expense,039-Telecommunications,16402,23000,23600,850,24450,23600,550,24150
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,21750000-SAFETY REST AREAS HIGHWAY,Expense,042-Additional Fringe Benefits,1960,2518,0,0,0,0,0,0
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,21750000-SAFETY REST AREAS HIGHWAY,Expense,047-Own Forces Maint.-Build.-Grnds,0,1000,1000,0,1000,1000,0,1000
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,21750000-SAFETY REST AREAS HIGHWAY,Expense,048-Contractual Maint.-Build-Grnds,272640,275000,283300,0,283300,283300,0,283300
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,21750000-SAFETY REST AREAS HIGHWAY,Expense,049-Transfer to Other State Agenci,507,6080,0,0,0,0,0,0
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,21750000-SAFETY REST AREAS HIGHWAY,Expense,050-Personal Service-Temp/Appointe,236977,283836,265000,0,265000,265000,0,265000
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,21750000-SAFETY REST AREAS HIGHWAY,Expense,060-Benefits,338953,436529,405661,94784,500445,424821,100855,525676
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,21750000-SAFETY REST AREAS HIGHWAY,Expense,070-In-State Travel Reimbursement,25032,15000,27700,3100,30800,27700,3100,30800
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,21750000-SAFETY REST AREAS HIGHWAY,Expense,080-Out-Of State Travel,0,1500,1500,0,1500,1500,0,1500
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,21750000-SAFETY REST AREAS HIGHWAY,Funding,004-Intra-Agency Transfers,71501,74507,75333,0,75333,77282,0,77282
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,21750000-SAFETY REST AREAS HIGHWAY,Funding,00S-General Fund,1892223,2185003,2236137,259483,2495620,2254384,208014,2462398
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,21750000-SAFETY REST AREAS HIGHWAY,Position,FTE1-Permanent Classified,14,14,14,3,17,14,3,17
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,30780000-OFFICE OF OUTDOOR RECREATION,Expense,010-Personal Services-Perm. Classi,88530,125865,129948,0,129948,131670,0,131670
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,30780000-OFFICE OF OUTDOOR RECREATION,Expense,020-Current Expenses,330,1,1,0,1,1,0,1
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,30780000-OFFICE OF OUTDOOR RECREATION,Expense,022-Rents-Leases Other Than State,0,0,3477,0,3477,3477,0,3477
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,30780000-OFFICE OF OUTDOOR RECREATION,Expense,026-Organizational Dues,9499,5000,5200,0,5200,5200,0,5200
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,30780000-OFFICE OF OUTDOOR RECREATION,Expense,039-Telecommunications,486,500,500,0,500,500,0,500
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,30780000-OFFICE OF OUTDOOR RECREATION,Expense,040-Indirect Costs,24250,24250,30000,0,30000,30000,0,30000
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,30780000-OFFICE OF OUTDOOR RECREATION,Expense,041-Audit Fund Set Aside,391,391,500,0,500,510,0,510
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,30780000-OFFICE OF OUTDOOR RECREATION,Expense,042-Additional Fringe Benefits,6800,6800,7617,0,7617,7658,0,7658
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,30780000-OFFICE OF OUTDOOR RECREATION,Expense,060-Benefits,54808,85559,96718,0,96718,102214,0,102214
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,30780000-OFFICE OF OUTDOOR RECREATION,Expense,069-Promotional - Marketing Expens,0,0,900,0,900,900,0,900
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,30780000-OFFICE OF OUTDOOR RECREATION,Expense,070-In-State Travel Reimbursement,623,1000,1000,0,1000,1000,0,1000
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,30780000-OFFICE OF OUTDOOR RECREATION,Expense,080-Out-Of State Travel,2031,2000,2000,0,2000,2000,0,2000
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,30780000-OFFICE OF OUTDOOR RECREATION,Expense,102-Contracts for program services,34859,211600,225000,0,225000,225000,0,225000
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,30780000-OFFICE OF OUTDOOR RECREATION,Funding,000-Federal Funds,211783,462966,502861,0,502861,510130,0,510130
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,30780000-OFFICE OF OUTDOOR RECREATION,Funding,00S-General Fund,10824,0,0,0,0,0,0,0
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220010-OFFICE OF THE COMMISSIONER,010-General Fund,30780000-OFFICE OF OUTDOOR RECREATION,Position,FTE1-Permanent Classified,2,2,2,0,2,2,0,2
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220017-OFFICE OF THE COMMISSIONER,017-Turnpike Fund,21760000-SAFETY REST AREAS TURNPIKE,Expense,010-Personal Services-Perm. Classi,378530,437414,464533,0,464533,476035,0,476035
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220017-OFFICE OF THE COMMISSIONER,017-Turnpike Fund,21760000-SAFETY REST AREAS TURNPIKE,Expense,018-Overtime,13719,17696,15000,0,15000,15000,0,15000
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220017-OFFICE OF THE COMMISSIONER,017-Turnpike Fund,21760000-SAFETY REST AREAS TURNPIKE,Expense,019-Holiday Pay,13505,17360,16000,0,16000,16000,0,16000
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220017-OFFICE OF THE COMMISSIONER,017-Turnpike Fund,21760000-SAFETY REST AREAS TURNPIKE,Expense,020-Current Expenses,41427,41500,45490,0,45490,43851,0,43851
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220017-OFFICE OF THE COMMISSIONER,017-Turnpike Fund,21760000-SAFETY REST AREAS TURNPIKE,Expense,022-Rents-Leases Other Than State,0,5000,5477,0,5477,5477,0,5477
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220017-OFFICE OF THE COMMISSIONER,017-Turnpike Fund,21760000-SAFETY REST AREAS TURNPIKE,Expense,023-Heat- Electricity - Water,89032,73293,74000,0,74000,74000,0,74000
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220017-OFFICE OF THE COMMISSIONER,017-Turnpike Fund,21760000-SAFETY REST AREAS TURNPIKE,Expense,024-Maint.Other Than Build.- Grnds,0,1000,1000,0,1000,1000,0,1000
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220017-OFFICE OF THE COMMISSIONER,017-Turnpike Fund,21760000-SAFETY REST AREAS TURNPIKE,Expense,029-Intra-Agency Transfers,71501,73115,75333,0,75333,77282,0,77282
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220017-OFFICE OF THE COMMISSIONER,017-Turnpike Fund,21760000-SAFETY REST AREAS TURNPIKE,Expense,030-Equipment New/Replacement,0,4500,4700,0,4700,4700,0,4700
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220017-OFFICE OF THE COMMISSIONER,017-Turnpike Fund,21760000-SAFETY REST AREAS TURNPIKE,Expense,039-Telecommunications,16173,19500,20000,0,20000,20000,0,20000
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220017-OFFICE OF THE COMMISSIONER,017-Turnpike Fund,21760000-SAFETY REST AREAS TURNPIKE,Expense,040-Indirect Costs,0,6500,1,0,1,1,0,1
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220017-OFFICE OF THE COMMISSIONER,017-Turnpike Fund,21760000-SAFETY REST AREAS TURNPIKE,Expense,042-Additional Fringe Benefits,32881,37832,27872,0,27872,28562,0,28562
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220017-OFFICE OF THE COMMISSIONER,017-Turnpike Fund,21760000-SAFETY REST AREAS TURNPIKE,Expense,047-Own Forces Maint.-Build.-Grnds,0,2500,2600,0,2600,2600,0,2600
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220017-OFFICE OF THE COMMISSIONER,017-Turnpike Fund,21760000-SAFETY REST AREAS TURNPIKE,Expense,048-Contractual Maint.-Build-Grnds,42500,42500,42500,0,42500,42500,0,42500
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220017-OFFICE OF THE COMMISSIONER,017-Turnpike Fund,21760000-SAFETY REST AREAS TURNPIKE,Expense,050-Personal Service-Temp/Appointe,133331,126769,140000,0,140000,140000,0,140000
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220017-OFFICE OF THE COMMISSIONER,017-Turnpike Fund,21760000-SAFETY REST AREAS TURNPIKE,Expense,060-Benefits,247230,334282,306255,0,306255,322838,0,322838
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220017-OFFICE OF THE COMMISSIONER,017-Turnpike Fund,21760000-SAFETY REST AREAS TURNPIKE,Expense,070-In-State Travel Reimbursement,5368,6500,6500,0,6500,5500,0,5500
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220017-OFFICE OF THE COMMISSIONER,017-Turnpike Fund,21760000-SAFETY REST AREAS TURNPIKE,Funding,00S-Turnpike Fund,1085197,1247261,1247261,0,1247261,1275346,0,1275346
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,COM220017-OFFICE OF THE COMMISSIONER,017-Turnpike Fund,21760000-SAFETY REST AREAS TURNPIKE,Position,FTE1-Permanent Classified,11,11,11,0,11,11,0,11
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,ECD220510-ECONOMIC DEVELOPMENT,010-General Fund,14480000-ECONOMIC DEVELOPMENT ADMIN,Expense,010-Personal Services-Perm. Classi,847719,911019,927913,0,927913,938808,0,938808
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,ECD220510-ECONOMIC DEVELOPMENT,010-General Fund,14480000-ECONOMIC DEVELOPMENT ADMIN,Expense,011-Personal Services-Unclassified,84792,96126,124176,0,124176,124176,0,124176
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,ECD220510-ECONOMIC DEVELOPMENT,010-General Fund,14480000-ECONOMIC DEVELOPMENT ADMIN,Expense,020-Current Expenses,2467,3600,8700,0,8700,8700,0,8700
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,ECD220510-ECONOMIC DEVELOPMENT,010-General Fund,14480000-ECONOMIC DEVELOPMENT ADMIN,Expense,022-Rents-Leases Other Than State,312,0,46097,0,46097,46097,0,46097
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,ECD220510-ECONOMIC DEVELOPMENT,010-General Fund,14480000-ECONOMIC DEVELOPMENT ADMIN,Expense,026-Organizational Dues,45337,2500,92500,0,92500,92500,0,92500
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,ECD220510-ECONOMIC DEVELOPMENT,010-General Fund,14480000-ECONOMIC DEVELOPMENT ADMIN,Expense,030-Equipment New/Replacement,292,10000,50000,0,50000,3000,0,3000
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,ECD220510-ECONOMIC DEVELOPMENT,010-General Fund,14480000-ECONOMIC DEVELOPMENT ADMIN,Expense,042-Additional Fringe Benefits,3702,3648,0,0,0,0,0,0
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,ECD220510-ECONOMIC DEVELOPMENT,010-General Fund,14480000-ECONOMIC DEVELOPMENT ADMIN,Expense,060-Benefits,379481,447980,443547,0,443547,462427,0,462427
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,ECD220510-ECONOMIC DEVELOPMENT,010-General Fund,14480000-ECONOMIC DEVELOPMENT ADMIN,Expense,069-Promotional - Marketing Expens,0,0,50000,0,50000,50000,0,50000
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,ECD220510-ECONOMIC DEVELOPMENT,010-General Fund,14480000-ECONOMIC DEVELOPMENT ADMIN,Expense,070-In-State Travel Reimbursement,10789,17000,17500,0,17500,17500,0,17500
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,ECD220510-ECONOMIC DEVELOPMENT,010-General Fund,14480000-ECONOMIC DEVELOPMENT ADMIN,Expense,080-Out-Of State Travel,1742,15000,14750,0,14750,14750,0,14750
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,ECD220510-ECONOMIC DEVELOPMENT,010-General Fund,14480000-ECONOMIC DEVELOPMENT ADMIN,Expense,102-Contracts for program services,9750,90000,50000,0,50000,50000,0,50000
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,ECD220510-ECONOMIC DEVELOPMENT,010-General Fund,14480000-ECONOMIC DEVELOPMENT ADMIN,Funding,004-Intra-Agency Transfers,22847,73664,75019,0,75019,75006,0,75006
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,ECD220510-ECONOMIC DEVELOPMENT,010-General Fund,14480000-ECONOMIC DEVELOPMENT ADMIN,Funding,00S-General Fund,1363536,1523209,1750164,0,1750164,1732952,0,1732952
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,ECD220510-ECONOMIC DEVELOPMENT,010-General Fund,14480000-ECONOMIC DEVELOPMENT ADMIN,Position,FTE1-Permanent Classified,11,11,10,0,10,10,0,10
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,ECD220510-ECONOMIC DEVELOPMENT,010-General Fund,14480000-ECONOMIC DEVELOPMENT ADMIN,Position,FTE2-Unclassified Positions,1,1,1,0,1,1,0,1
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,ECD220510-ECONOMIC DEVELOPMENT,010-General Fund,14490000-OFFC OF INTERNATIONAL COMMERC,Expense,010-Personal Services-Perm. Classi,192405,247685,225760,0,225760,233541,0,233541
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,ECD220510-ECONOMIC DEVELOPMENT,010-General Fund,14490000-OFFC OF INTERNATIONAL COMMERC,Expense,018-Overtime,0,0,1,0,1,1,0,1
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,ECD220510-ECONOMIC DEVELOPMENT,010-General Fund,14490000-OFFC OF INTERNATIONAL COMMERC,Expense,022-Rents-Leases Other Than State,12917,13806,12930,0,12930,12930,0,12930
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,ECD220510-ECONOMIC DEVELOPMENT,010-General Fund,14490000-OFFC OF INTERNATIONAL COMMERC,Expense,026-Organizational Dues,9750,10000,11000,0,11000,11500,0,11500
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,ECD220510-ECONOMIC DEVELOPMENT,010-General Fund,14490000-OFFC OF INTERNATIONAL COMMERC,Expense,060-Benefits,73110,90979,108551,0,108551,114730,0,114730
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,ECD220510-ECONOMIC DEVELOPMENT,010-General Fund,14490000-OFFC OF INTERNATIONAL COMMERC,Expense,070-In-State Travel Reimbursement,649,2250,4000,0,4000,4000,0,4000
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,ECD220510-ECONOMIC DEVELOPMENT,010-General Fund,14490000-OFFC OF INTERNATIONAL COMMERC,Expense,080-Out-Of State Travel,27509,22105,52500,0,52500,43000,0,43000
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,ECD220510-ECONOMIC DEVELOPMENT,010-General Fund,14490000-OFFC OF INTERNATIONAL COMMERC,Funding,00S-General Fund,316340,386825,414742,0,414742,419702,0,419702
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,ECD220510-ECONOMIC DEVELOPMENT,010-General Fund,14490000-OFFC OF INTERNATIONAL COMMERC,Position,FTE1-Permanent Classified,3,3,3,0,3,3,0,3
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,ECD220510-ECONOMIC DEVELOPMENT,010-General Fund,14500000-PROCUREMENT & GOVT CONTRACTS,Expense,010-Personal Services-Perm. Classi,233263,252481,293145,0,293145,296914,0,296914
03-RESOURCE PROTECT & DEVELOPMT,00022-BUS & ECON AFFAIRS DEPT,022-BUS & ECON AFFAIRS DEPT,ECD220510-ECONOMIC DEVELOPMENT,010-General Fund,14500000-PROCUREMENT & GOVT CONTRACTS,Expense,020-Current Expenses,3800,5400,5800,0,5800,5800,0,5800
